Signature,NamePKO,Country,Year,mandate_renewal,mandate_completeadjustment,date,disarmdemob_monitor,disarmdemob_assist,disarmdemob_encouraged,disarmdemob_security,reintegration_monitor,reintegration_assist,reintegration_security,reintegration_encouraged,controlsalw_monitor,controlsalw_assist,controlsalw_encouraged,controlsalw_security,armsembargo_monitor,armsembargo_assist,armsembargo_encouraged,armsembargo_security,civprotect_monitor,civprotect_assist,civprotect_security,civprotect_encouraged,humanrights_monitor,humanrights_assist,humanrights_encouraged,humanrights_security,childrights_monitor,childrights_assist,childrights_encouraged,childrights_security,sgbviolence_monitor,sgbviolence_assist,sgbviolence_encouraged,sgbviolence_security,policereform_monitor,policereform_assist,policereform_encouraged,policereform_security,militaryreform_monitor,militaryreform_assist,militaryreform_encouraged,militaryreform_security,demil_monitor,demil_assist,demil_security,demil_encouraged,offensoper_assist,offensoper_security,offensoper_monitor,offensoper_encouraged,justicereform_monitor,justicereform_assist,justicereform_encouraged,justicereform_security,transjustice_monitor,transjustice_assist,transjustice_encouraged,transjustice_security,correctionsreform_monitor,correctionsreform_assist,correctionsreform_encouraged,correctionsreform_security,bordercontrol_monitor,bordercontrol_assist,bordercontrol_encouraged,bordercontrol_security,demining_monitor,demining_assist,demining_encouraged,demining_security,resources_monitor,resources_assist,resources_security,resources_encouraged,stateauthority_monitor,stateauthority_assist,stateauthority_encouraged,stateauthority_security,democratization_monitor,democratization_assist,democratization_encouraged,democratization_security,electsec_monitor,electsec_assist,electsec_encouraged,electassist_monitor,electassist_assist,electassist_encouraged,electassist_security,votereducation_monitor,votereducation_assist,votereducation_security,votereducation_encouraged,polpartyassist_monitor,polpartyassist_assist,polpartyassist_encouraged,polpartyassist_security,civilsociety_monitor,civilsociety_assist,civilsociety_security,civilsociety_encouraged,media_monitor,media_assist,media_encouraged,media_security,publicinfo_assist,publicinfo_encouraged,publicinfo_monitor,publicinfo_security,powersharing_monitor,powersharing_assist,powersharing_encouraged,powersharing_security,reconcil_monitor,reconcil_assist,reconcil_encouraged,reconcil_security,localreconcil_monitor,localreconcil_assist,localreconcil_encouraged,localreconcil_security,regreconcil_monitor,regreconcil_assist,regreconcil_encouraged,regreconcil_security,ecdevelop_monitor,ecdevelop_assist,ecdevelop_encouraged,ecdevelop_security,humanrelief_monitor,humanrelief_assist,humanrelief_encouraged,humanrelief_security,publichealth_monitor,publichealth_assist,publichealth_encouraged,publichealth_security,refugeeidps_monitor,refugeeidps_assist,refugeeidps_encouraged,refugeeidps_security,gender_monitor,gender_assist,gender_encouraged,gender_security,legalreform_monitor,legalreform_assist,legalreform_encouraged,legalreform_security,ceasefire_monitor,ceasefire_assist,ceasefire_encouraged,ceasefire_security,peaceprocess_monitor,peaceprocess_assist,peaceprocess_encouraged,peaceprocess_security,culturalheritage_assist,culturalheritage_security,culturalheritage_monitor,culturalheritage_encouraged
"S/RES/751","UNOSOM I","Somalia",1992,0,0,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/775 paragraph(s) 9","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/751 paragraph(s) 2","","","","","","","","","","",""
"S/RES/775","UNOSOM I","Somalia",1992,0,0,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/775 paragraph(s) 9","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S/RES/814","UNOSOM II","Somalia",1993,0,0,26mar1993,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/814 paragraph(s) 4d","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/814 paragraph(s) 4d","","","","","","","","","","","","Mandated in current resolution in S/RES/814 paragraph(s) 4e","","","","","","","","Mandated in current resolution in S/RES/814 paragraph(s) 4c","","Mandated in current resolution in S/RES/814 paragraph(s) p.2","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/814 paragraph(s) 4g","","","","","","","Mandated in current resolution in S/RES/814 paragraph(s) 4f","","","","","","","","","Mandated in current resolution in S/RES/814 paragraph(s) 4, 4c","","","","","","","","","","","","Mandated in current resolution in S/RES/814 paragraph(s) 4, 4a","","","","Mandated in current resolution in S/RES/814 paragraph(s) 4, 4a","","","","","","","","Mandated in current resolution in S/RES/814 paragraph(s) 4b","","Mandated in current resolution in S/RES/814 paragraph(s) 12","","","","","","","","","","","","","","","","","","","",""
"S/RES/878","UNOSOM II","Somalia",1993,1,0,29oct1993,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4d","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4d","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4e","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4c","","Mandated in previous resolution in S/RES/814 paragraph(s) p.2","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4g","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4f","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4, 4c","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4, 4a","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4, 4a","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4b","","Mandated in previous resolution in S/RES/814 paragraph(s) 12","","","","","","","","","","","","","","","","","","","",""
"S/RES/837","UNOSOM II","Somalia",1993,1,0,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2d","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2d","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2c","","Mandated in previous resolution in S/RES/897 paragraph(s) 2b, 2g","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2e","","","","","","","","","","","","","","","","","","","","","",""
"S/RES/886","UNOSOM II","Somalia",1993,1,0,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2d","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2d","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2c","","Mandated in previous resolution in S/RES/897 paragraph(s) 2b, 2g","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2e","","","","","","","","","","","","","","","","","","","","","",""
"S/RES/923","UNOSOM II","Somalia",1994,1,0,31may1994,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4d","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4d","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4e","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4c","","Mandated in previous resolution in S/RES/814 paragraph(s) p.2","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4g","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4f","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4, 4c","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4, 4a","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4, 4a","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4b","","Mandated in previous resolution in S/RES/814 paragraph(s) 12","","","","","","","","","","","","","","","","","","","",""
"S/RES/953","UNOSOM II","Somalia",1994,1,0,31oct1994,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4d","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4d","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4e","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4c","","Mandated in previous resolution in S/RES/814 paragraph(s) p.2","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4g","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4f","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4, 4c","","","","","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4, 4a","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4, 4a","","","","","","","","Mandated in previous resolution in S/RES/814 paragraph(s) 4b","","Mandated in previous resolution in S/RES/814 paragraph(s) 12","","","","","","","","","","","","","","","","","","","",""
"S/RES/897","UNOSOM II","Somalia",1994,1,1,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/897 paragraph(s) 2d","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/897 paragraph(s) 2d","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/897 paragraph(s) 6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/897 paragraph(s) 2c","","Mandated in current resolution in S/RES/897 paragraph(s) 2b, 2g","","","","","","Mandated in current resolution in S/RES/897 paragraph(s) 2e","","","","","","","","","","","","","","","","","","","","","",""
"S/RES/954","UNOSOM II","Somalia",1994,1,0,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2d","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2d","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2c","","Mandated in previous resolution in S/RES/897 paragraph(s) 2b, 2g","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2e","","","","","","","","","","","","","","","","","","","","","",""
"S/RES/946","UNOSOM II","Somalia",1994,1,0,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2d","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2d","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2c","","Mandated in previous resolution in S/RES/897 paragraph(s) 2b, 2g","","","","","","Mandated in previous resolution in S/RES/897 paragraph(s) 2e","","","","","","","","","","","","","","","","","","","","","",""
"S/RES/983","UNPREDEP","Macedonia",1995,0,0,31mar1995,"","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/983 paragraph(s) 72 (S/1995/222)","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/983 paragraph(s) 72 (S/1995/222)","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/983 paragraph(s) 72c (S/1995/222)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/983 paragraph(s) 72c (S/1995/222)","","","","","","","","Mandated in current resolution in S/RES/983 paragraph(s) 4","","","","","","","","Mandated in current resolution in S/RES/983 paragraph(s) 72c (S/1995/222)","","","","","","","","","","","","Mandated in current resolution in S/RES/983 paragraph(s) 72a (S/1995/222)","","","","","","","","","",""
"S/RES/1027","UNPREDEP","Macedonia",1995,1,0,,"","","","","","","","","","","","","Mandated in previous resolution in S/RES/1186 paragraph(s) 1","","","","","","","","","Mandated in previous resolution in S/RES/983 paragraph(s) 72 (S/1995/222)","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/983 paragraph(s) 72 (S/1995/222)","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/1186 paragraph(s) 1","","","","","Mandated in previous resolution in S/RES/983 paragraph(s) 72c (S/1995/222)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/983 paragraph(s) 72c (S/1995/222)","","","","","","","","Mandated in previous resolution in S/RES/983 paragraph(s) 4","","","","","","","","Mandated in previous resolution in S/RES/983 paragraph(s) 72c (S/1995/222)","","","","","","","","","","","","Mandated in previous resolution in S/RES/983 paragraph(s) 72a (S/1995/222)","","","","","","","","","",""
"S/RES/1058","UNPREDEP","Macedonia",1996,1,0,30may1996,"","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/983 paragraph(s) 72 (S/1995/222)","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/983 paragraph(s) 72 (S/1995/222)","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/983 paragraph(s) 72c (S/1995/222)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/983 paragraph(s) 72c (S/1995/222)","","","","","","","","Mandated in previous resolution in S/RES/983 paragraph(s) 4","","","","","","","","Mandated in previous resolution in S/RES/983 paragraph(s) 72c (S/1995/222)","","","","","","","","","","","","Mandated in previous resolution in S/RES/983 paragraph(s) 72a (S/1995/222)","","","","","","","","","",""
