Signature,NamePKO,Country,Year,date2,mandate_renewal,mandate_completeadjustment,disarmdemob_monitor,disarmdemob_assist,disarmdemob_encouraged,disarmdemob_security,reintegration_monitor,reintegration_assist,reintegration_security,reintegration_encouraged,controlsalw_monitor,controlsalw_assist,controlsalw_encouraged,controlsalw_security,armsembargo_monitor,armsembargo_assist,armsembargo_encouraged,armsembargo_security,civprotect_monitor,civprotect_assist,civprotect_security,civprotect_encouraged,humanrights_monitor,humanrights_assist,humanrights_encouraged,humanrights_security,childrights_monitor,childrights_assist,childrights_encouraged,childrights_security,sgbviolence_monitor,sgbviolence_assist,sgbviolence_encouraged,sgbviolence_security,policereform_monitor,policereform_assist,policereform_encouraged,policereform_security,militaryreform_monitor,militaryreform_assist,militaryreform_encouraged,militaryreform_security,demil_monitor,demil_assist,demil_security,demil_encouraged,offensoper_assist,offensoper_security,offensoper_monitor,offensoper_encouraged,justicereform_monitor,justicereform_assist,justicereform_encouraged,justicereform_security,transjustice_monitor,transjustice_assist,transjustice_encouraged,transjustice_security,correctionsreform_monitor,correctionsreform_assist,correctionsreform_encouraged,correctionsreform_security,bordercontrol_monitor,bordercontrol_assist,bordercontrol_encouraged,bordercontrol_security,demining_monitor,demining_assist,demining_encouraged,demining_security,resources_monitor,resources_assist,resources_security,resources_encouraged,stateauthority_monitor,stateauthority_assist,stateauthority_encouraged,stateauthority_security,democratization_monitor,democratization_assist,democratization_encouraged,democratization_security,electsec_monitor,electsec_assist,electsec_encouraged,electassist_monitor,electassist_assist,electassist_encouraged,electassist_security,votereducation_monitor,votereducation_assist,votereducation_security,votereducation_encouraged,polpartyassist_monitor,polpartyassist_assist,polpartyassist_encouraged,polpartyassist_security,civilsociety_monitor,civilsociety_assist,civilsociety_security,civilsociety_encouraged,media_monitor,media_assist,media_encouraged,media_security,publicinfo_assist,publicinfo_encouraged,publicinfo_monitor,publicinfo_security,powersharing_monitor,powersharing_assist,powersharing_encouraged,powersharing_security,reconcil_monitor,reconcil_assist,reconcil_encouraged,reconcil_security,localreconcil_monitor,localreconcil_assist,localreconcil_encouraged,localreconcil_security,regreconcil_monitor,regreconcil_assist,regreconcil_encouraged,regreconcil_security,ecdevelop_monitor,ecdevelop_assist,ecdevelop_encouraged,ecdevelop_security,humanrelief_monitor,humanrelief_assist,humanrelief_encouraged,humanrelief_security,publichealth_monitor,publichealth_assist,publichealth_encouraged,publichealth_security,refugeeidps_monitor,refugeeidps_assist,refugeeidps_encouraged,refugeeidps_security,gender_monitor,gender_assist,gender_encouraged,gender_security,legalreform_monitor,legalreform_assist,legalreform_encouraged,legalreform_security,ceasefire_monitor,ceasefire_assist,ceasefire_encouraged,ceasefire_security,peaceprocess_monitor,peaceprocess_assist,peaceprocess_encouraged,peaceprocess_security,culturalheritage_assist,culturalheritage_security,culturalheritage_monitor,culturalheritage_encouraged
S/RES/2179,UNISFA,Abyei,2015,14-Oct-14,1,0,,,,,,,,,Mandated in current resolution in S/RES/2179 paragraph(s) 11,"Mandated in previous resolution in S/RES/2179 paragraph(s) 1b, 1d",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2179 paragraph(s) 11,Mandated in current resolution in S/RES/2179 paragraph(s) 13,,,,,,,,,,,,,,,,,,,,"Mandated in current resolution in S/RES/2179 paragraph(s) 1, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2179 paragraph(s) 12,,,,Mandated in previous resolution in S/RES/2179 paragraph(s) 1g,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2179 paragraph(s) p.3,,,,,,,,,,,,,,,,,,,,,
S/RES/2251,UNISFA,Abyei,2015,15-Dec-15,1,0,,,,,,,,,Mandated in current resolution in S/RES/2251 paragraph(s) 12,Mandated in current resolution in S/RES/2251 paragraph(s) 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mandated in current resolution in S/RES/2251 paragraph(s) 12, 13","Mandated in current resolution in S/RES/2251 paragraph(s) 12, 13",,,,,,,,,,,,,,,,,,,,"Mandated in current resolution in S/RES/2251 paragraph(s) 1, 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2251 paragraph(s) 14,,,,Mandated in previous resolution in S/RES/2251 paragraph(s) 1g,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2251 paragraph(s) p.4,,,,,,,,,,,,,,,,,,,,,
S/RES/2352,UNISFA,Abyei,2017,15-May-17,1,0,,,,,,,,,Mandated in current resolution in S/RES/2352 paragraph(s) 14,Mandated in current resolution in S/RES/2352 paragraph(s) 14,,Mandated in current resolution in S/RES/2352 paragraph(s) p.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2352 paragraph(s) 14,"Mandated in current resolution in S/RES/2352 paragraph(s) 14, 15",,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2352 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2352 paragraph(s) 16,,,,Mandated in previous resolution in S/RES/2352 paragraph(s) 1g,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2352 paragraph(s) p. 4,,,,,,,,,,,,,,,,,,,,,
S/RES/2318,UNISFA,Abyei,2016,15-Nov-16,1,0,,,,,,,,,Mandated in current resolution in S/RES/2318 paragraph(s) 12,Mandated in current resolution in S/RES/2318 paragraph(s) 12,,Mandated in current resolution in S/RES/2318 paragraph(s) p.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mandated in current resolution in S/RES/2318 paragraph(s) 12, 13","Mandated in current resolution in S/RES/2318 paragraph(s) 12, 13",,,,,,,,,,,,,,,,,,,,"Mandated in current resolution in S/RES/2318 paragraph(s) 1, 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2318 paragraph(s) 14,,,,Mandated in previous resolution in S/RES/2318 paragraph(s) 1g,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2318 paragraph(s) p.4,,,,,,,,,,,,,,,,,,,,,
S/RES/2386,UNISFA,Abyei,2017,15-Nov-17,1,0,,,,,,,,,Mandated in current resolution in S/RES/2386 paragraph(s) 14,Mandated in current resolution in S/RES/2386 paragraph(s) 14,,Mandated in current resolution in S/RES/2386 paragraph(s) p.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2386 paragraph(s) 14,"Mandated in current resolution in S/RES/2386 paragraph(s) 14, 15",,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2386 paragraph(s) 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2386 paragraph(s) 16,,,,Mandated in current resolution in S/RES/2386 paragraph(s) 9,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2386 paragraph(s) p.4,,,,,,,,,,,,,,,,,,,,,
S/RES/2075,UNISFA,Abyei,2012,16-Nov-12,1,0,,,,,,,,,Mandated in previous resolution in S/RES/2075 paragraph(s) 14,Mandated in previous resolution in S/RES/2075 paragraph(s) 14,,Mandated in previous resolution in S/RES/2075 paragraph(s) p.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2075 paragraph(s) 14,"Mandated in previous resolution in S/RES/2075 paragraph(s) 14, 15",,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2075 paragraph(s) 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2075 paragraph(s) 16,,,,Mandated in previous resolution in S/RES/2075 paragraph(s) 9,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2075 paragraph(s) p.3,,,,,,,,,,,,,,,,,,,,,
S/RES/2047,UNISFA,Abyei,2012,17-May-12,1,0,,,,,,,,,Mandated in previous resolution in S/RES/2047 paragraph(s) 14,Mandated in previous resolution in S/RES/2047 paragraph(s) 14,,Mandated in previous resolution in S/RES/2047 paragraph(s) p.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2047 paragraph(s) 14,"Mandated in previous resolution in S/RES/2047 paragraph(s) 14, 15",,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2047 paragraph(s) 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2047 paragraph(s) 16,,,,Mandated in previous resolution in S/RES/2047 paragraph(s) 9,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2047 paragraph(s) p.3,,,,,,,,,,,,,,,,,,,,,
S/RES/2126,UNISFA,Abyei,2013,25-Nov-13,1,0,,,,,,,,,Mandated in current resolution in S/RES/2126 paragraph(s) 10,Mandated in previous resolution in S/RES/2126 paragraph(s) 14,,Mandated in previous resolution in S/RES/2126 paragraph(s) p.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2126 paragraph(s) 10,Mandated in current resolution in S/RES/2126 paragraph(s) 12,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2126 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2126 paragraph(s) 16,,,,Mandated in previous resolution in S/RES/2126 paragraph(s) 9,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2126 paragraph(s) p.4,,,,,,,,,,,,,,,,,,,,,
S/RES/2205,UNISFA,Abyei,2015,26-Feb-15,1,0,,,,,,,,,Mandated in current resolution in S/RES/2205 paragraph(s) 12,Mandated in current resolution in S/RES/2205 paragraph(s) 12,,Mandated in previous resolution in S/RES/2205 paragraph(s) p.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mandated in current resolution in S/RES/2205 paragraph(s) 12, 13","Mandated in current resolution in S/RES/2205 paragraph(s) 12, 13",,,,,,,,,,,,,,,,,,,,"Mandated in current resolution in S/RES/2205 paragraph(s) 1, 6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2205 paragraph(s) 14,,,,Mandated in previous resolution in S/RES/2205 paragraph(s) 9,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2205 paragraph(s) p.3,,,,,,,,,,,,,,,,,,,,,
S/RES/1990,UNISFA,Abyei,2011,27-Jun-11,0,0,,,,,,,,,Mandated in previous resolution in S/RES/1990 paragraph(s) 12,Mandated in previous resolution in S/RES/1990 paragraph(s) 12,,Mandated in previous resolution in S/RES/1990 paragraph(s) p.4,,,,,,,Mandated in current resolution in S/RES/1990 paragraph(s) 3d,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1990 paragraph(s) 2e,,,,,,,,Mandated in current resolution in S/RES/1990 paragraph(s) 2a,"Mandated in previous resolution in S/RES/1990 paragraph(s) 12, 13",,,,,,,,,,,,,,,,,,,,"Mandated in previous resolution in S/RES/1990 paragraph(s) 1, 6",,,,Mandated in current resolution in S/RES/1990 paragraph(s) 2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1990 paragraph(s) 14,,,,Mandated in previous resolution in S/RES/1990 paragraph(s) 9,,,,,,,,Mandated in current resolution in S/RES/1990 paragraph(s) 2d,,Mandated in current resolution in S/RES/1990 paragraph(s) 3c,,,,,,,Mandated in previous resolution in S/RES/1990 paragraph(s) p.3,,,,,,,,,,,,,,,,,,,,,
S/RES/2104,UNISFA,Abyei,2013,29-May-13,1,0,,,,,,,,,Mandated in previous resolution in S/RES/2104 paragraph(s) 12,Mandated in previous resolution in S/RES/2104 paragraph(s) 12,,Mandated in previous resolution in S/RES/2104 paragraph(s) p.4,,,,,,,Mandated in previous resolution in S/RES/2104 paragraph(s) 3d,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2104 paragraph(s) 2e,,,,,,,,Mandated in previous resolution in S/RES/2104 paragraph(s) 2a,Mandated in current resolution in S/RES/2104 paragraph(s) 10,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2104 paragraph(s) 1,,,,Mandated in previous resolution in S/RES/2104 paragraph(s) 2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2104 paragraph(s) 14,,,,Mandated in previous resolution in S/RES/2104 paragraph(s) 9,,,,,,,,Mandated in previous resolution in S/RES/2104 paragraph(s) 2d,,Mandated in previous resolution in S/RES/2104 paragraph(s) 3c,,,,,,,Mandated in current resolution in S/RES/2104 paragraph(s) p.3,,,,,,,,,,,,,,,,,,,,,
S/RES/2156,UNISFA,Abyei,2014,29-May-14,1,0,,,,,,,,,Mandated in current resolution in S/RES/2156 paragraph(s) 11,Mandated in previous resolution in S/RES/2156 paragraph(s) 12,,Mandated in previous resolution in S/RES/2156 paragraph(s) p.4,,,,,,,Mandated in previous resolution in S/RES/2156 paragraph(s) 3d,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2156 paragraph(s) 2e,,,,,,,,Mandated in current resolution in S/RES/2156 paragraph(s) 11,Mandated in current resolution in S/RES/2156 paragraph(s) 13,,,,,,,,,,,,,,,,,,,,"Mandated in current resolution in S/RES/2156 paragraph(s) 1, 5",,,,Mandated in previous resolution in S/RES/2156 paragraph(s) 2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/2156 paragraph(s) 12,,,,Mandated in previous resolution in S/RES/2156 paragraph(s) 9,,,,,,,,Mandated in previous resolution in S/RES/2156 paragraph(s) 2d,,Mandated in previous resolution in S/RES/2156 paragraph(s) 3c,,,,,,,Mandated in current resolution in S/RES/2156 paragraph(s) p.3,,,,,,,,,,,,,,,,,,,,,
S/RES/1434,UNMEE,Ethiopia and Eritrea�,2002,06-Sep-02,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1531,UNMEE,Ethiopia and Eritrea�,2004,12-Mar-04,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1507,UNMEE,Ethiopia and Eritrea�,2003,12-Sep-03,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1622,UNMEE,Ethiopia and Eritrea�,2005,13-Sep-05,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1430,UNMEE,Ethiopia and Eritrea�,2002,14-Aug-02,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1430 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1430 paragraph(s) 1a,,,,,,,,Mandated in current resolution in S/RES/1430 paragraph(s) 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1466,UNMEE,Ethiopia and Eritrea�,2003,14-Mar-03,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1466 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1466 paragraph(s) 1a,,,,,,,,Mandated in previous resolution in S/RES/1466 paragraph(s) 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1586,UNMEE,Ethiopia and Eritrea�,2005,14-Mar-05,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1586 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1586 paragraph(s) 1a,,,,,,,,Mandated in previous resolution in S/RES/1586 paragraph(s) 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1661,UNMEE,Ethiopia and Eritrea�,2006,14-Mar-06,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1661 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1661 paragraph(s) 1a,,,,,,,,Mandated in previous resolution in S/RES/1661 paragraph(s) 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1369,UNMEE,Ethiopia and Eritrea�,2001,14-Sep-01,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1369 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1369 paragraph(s) 1a,,,,,,,,Mandated in previous resolution in S/RES/1369 paragraph(s) 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1560,UNMEE,Ethiopia and Eritrea�,2004,14-Sep-04,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1560 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1560 paragraph(s) 1a,,,,,,,,Mandated in previous resolution in S/RES/1560 paragraph(s) 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1560 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1344,UNMEE,Ethiopia and Eritrea�,2001,15-Mar-01,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1344 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1344 paragraph(s) 5,,,Mandated in previous resolution in S/RES/1344 paragraph(s) 1a,,,,,,,,Mandated in previous resolution in S/RES/1344 paragraph(s) 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1344 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1398,UNMEE,Ethiopia and Eritrea�,2002,15-Mar-02,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1398 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1398 paragraph(s) 5,,,Mandated in previous resolution in S/RES/1398 paragraph(s) 1a,,,,,,,,Mandated in previous resolution in S/RES/1398 paragraph(s) 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1398 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1678,UNMEE,Ethiopia and Eritrea�,2006,15-May-06,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1678 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1678 paragraph(s) 5,,,Mandated in previous resolution in S/RES/1678 paragraph(s) 1a,,,,,,,,Mandated in previous resolution in S/RES/1678 paragraph(s) 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1678 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1320,UNMEE,Ethiopia and Eritrea�,2000,15-Sep-00,0,1,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1320 paragraph(s) 2i,,,,,,,,,,,,,,,,,,,"Mandated in current resolution in S/RES/1320 paragraph(s) 2c, 2d, 2e, 2f",6,,,,,,,,,,,,,,,,,,,,,5,,,Mandated in current resolution in S/RES/1320 paragraph(s) 2h,,,,,,,,1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,Mandated in current resolution in S/RES/1320 paragraph(s) 2i,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/1320 paragraph(s) 2f,"Mandated in current resolution in S/RES/1320 paragraph(s) 2a, 2b",,,,,,,,,,
S/RES/1710,UNMEE,Ethiopia and Eritrea�,2006,29-Sep-06,1,0,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1710 paragraph(s) 2i,,,,,,,,,,,,,,,,,,,"Mandated in previous resolution in S/RES/1710 paragraph(s) 2c, 2d, 2e, 2f",Mandated in previous resolution in S/RES/1710 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1710 paragraph(s) 5,,,Mandated in previous resolution in S/RES/1710 paragraph(s) 2h,,,,,,,,Mandated in previous resolution in S/RES/1710 paragraph(s) 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1710 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1710 paragraph(s) 2i,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1710 paragraph(s) 2f,"Mandated in previous resolution in S/RES/1710 paragraph(s) 2a, 2b",,,,,,,,,,
S/RES/1741,UNMEE,Ethiopia and Eritrea�,2007,30-Jan-07,1,0,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1741 paragraph(s) 2i,,,,,,,,,,,,,,,,,,,"Mandated in previous resolution in S/RES/1741 paragraph(s) 2c, 2d, 2e, 2f",Mandated in previous resolution in S/RES/1741 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1741 paragraph(s) 5,,,Mandated in previous resolution in S/RES/1741 paragraph(s) 2h,,,,,,,,Mandated in previous resolution in S/RES/1741 paragraph(s) 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1741 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1741 paragraph(s) 2i,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1741 paragraph(s) 2f,"Mandated in previous resolution in S/RES/1741 paragraph(s) 2a, 2b",,,,,,,,,,
S/RES/1798,UNMEE,Ethiopia and Eritrea�,2008,30-Jan-08,1,0,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1798 paragraph(s) 2i,,,,,,,,,,,,,,,,,,,"Mandated in previous resolution in S/RES/1798 paragraph(s) 2c, 2d, 2e, 2f",Mandated in previous resolution in S/RES/1798 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1798 paragraph(s) 5,,,Mandated in previous resolution in S/RES/1798 paragraph(s) 2h,,,,,,,,Mandated in previous resolution in S/RES/1798 paragraph(s) 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1798 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1798 paragraph(s) 2i,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1798 paragraph(s) 2f,"Mandated in previous resolution in S/RES/1798 paragraph(s) 2a, 2b",,,,,,,,,,
S/RES/1827,UNMEE,Ethiopia and Eritrea�,2008,30-Jul-08,1,0,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1827 paragraph(s) 2i,,,,,,,,,,,,,,,,,,,"Mandated in previous resolution in S/RES/1827 paragraph(s) 2c, 2d, 2e, 2f",Mandated in previous resolution in S/RES/1827 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1827 paragraph(s) 5,,,Mandated in previous resolution in S/RES/1827 paragraph(s) 2h,,,,,,,,Mandated in previous resolution in S/RES/1827 paragraph(s) 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1827 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1827 paragraph(s) 2i,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1827 paragraph(s) 2f,"Mandated in previous resolution in S/RES/1827 paragraph(s) 2a, 2b",,,,,,,,,,
S/RES/1767,UNMEE,Ethiopia and Eritrea�,2007,30-Jun-07,1,0,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1767 paragraph(s) 2i,,,,,,,,,,,,,,,,,,,"Mandated in previous resolution in S/RES/1767 paragraph(s) 2c, 2d, 2e, 2f",Mandated in previous resolution in S/RES/1767 paragraph(s) 6,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1767 paragraph(s) 5,,,Mandated in previous resolution in S/RES/1767 paragraph(s) 2h,,,,,,,,Mandated in previous resolution in S/RES/1767 paragraph(s) 1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1767 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1767 paragraph(s) 2i,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1767 paragraph(s) 2f,"Mandated in previous resolution in S/RES/1767 paragraph(s) 2a, 2b",,,,,,,,,,
